TextBlob_Analysis Biden Inflation,TextBlob_Analysis Trump Inflation,TextBlob_Analysis Biden Immigration,TextBlob_Analysis Trump Immigration,variable,value
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.042873918
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.051168257
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.010728716
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.06549543
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.054496658
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.056949153
Negative,NA,Positive,Negative,Polarity:  Biden Inflation,-0.154791792
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.116242799
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.096950676
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.029722222
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.153841991
Negative,NA,Positive,Negative,Polarity:  Biden Inflation,-0.014325798
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.145724638
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.075160772
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.0640625
Negative,NA,Negative,Negative,Polarity:  Biden Inflation,-0.177996032
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.219468795
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.016677249
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.094734685
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.032791052
Positive,NA,Positive,Neutral,Polarity:  Biden Inflation,0.058104396
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.043174603
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.056380952
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.130803571
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.077499016
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.037777778
Negative,NA,Negative,Negative,Polarity:  Biden Inflation,-0.074807988
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.02452626
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.08005291
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.166666667
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.105517041
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.161599099
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.023188406
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.180539683
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.071161507
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.125
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.04375
Negative,NA,Negative,Negative,Polarity:  Biden Inflation,-0.027142857
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.083480464
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.06454131
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.062710939
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.142857143
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.018510293
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.020486959
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.064583333
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.063227513
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.064285714
Positive,NA,Negative,Neutral,Polarity:  Biden Inflation,0.097317852
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.018237705
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.072486772
Positive,NA,Positive,Neutral,Polarity:  Biden Inflation,0.017991859
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.007746241
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.01758849
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.01002886
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.058534647
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.019881426
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.089825397
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.015669927
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.242764706
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.043569845
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.131061177
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.005558581
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.013332412
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.082893561
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.024815472
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.021611722
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.249025974
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.076883117
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.047142857
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.238888889
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.211979798
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.014983165
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.033404356
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.034671202
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.033239538
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.011107226
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.243833096
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.022054795
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.097285658
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.252083333
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.05
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.087938312
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.1125
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.045909091
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.25
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.070720189
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.079040404
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.143640823
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.024444444
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.032793347
Positive,NA,Positive,Neutral,Polarity:  Biden Inflation,0.276666667
Neutral,NA,Positive,Neutral,Polarity:  Biden Inflation,0
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.097727273
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.08
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.022943723
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.454545455
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.050606061
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.170535714
Neutral,NA,Negative,Positive,Polarity:  Biden Inflation,0
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.329545455
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.105899552
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.074899196
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.112029948
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.035666667
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.210714286
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.15
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.025607676
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.264335498
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.027006173
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.16660401
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.03637321
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.090036232
Negative,NA,Negative,Negative,Polarity:  Biden Inflation,-0.097028986
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.094967532
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.16043956
Negative,NA,Positive,Negative,Polarity:  Biden Inflation,-0.016590909
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.019791667
Positive,NA,Positive,Neutral,Polarity:  Biden Inflation,0.106030303
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.11728355
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.07173913
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.019206349
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.020032468
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.050931677
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.04162296
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.0396958
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.054848485
Negative,NA,Negative,Neutral,Polarity:  Biden Inflation,-0.090972222
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.245833333
Positive,NA,Positive,Neutral,Polarity:  Biden Inflation,0.100840336
Positive,NA,Neutral,Positive,Polarity:  Biden Inflation,0.071969697
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.0167635
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.165428571
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.059090909
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.206410256
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.035006122
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.057727273
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.010207595
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.021610512
Negative,NA,Positive,Negative,Polarity:  Biden Inflation,-0.040271123
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.049516751
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.076655035
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.14
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.317708333
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.225
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.466666667
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.004761905
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.009681228
Neutral,NA,Negative,Positive,Polarity:  Biden Inflation,0
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.004100529
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.030029221
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.118164363
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.120348669
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.153475322
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.132402882
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.041203704
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.017288012
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.109620764
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.016969697
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.113690476
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.019057376
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.166666667
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.007142857
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.075
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.073224148
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.014236574
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.149417789
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.00125
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.064112872
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.188230519
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.027272727
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.277400794
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.091388889
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.020779713
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.070665584
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.046923783
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.067709374
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.111249939
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.079270382
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.012449544
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.012287608
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.02622129
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.088376019
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.004961957
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.001057747
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.055023674
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.120905543
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.091504927
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.019505411
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.046031746
Negative,NA,Positive,Negative,Polarity:  Biden Inflation,-1.86741e-4
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.009090394
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.282033995
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.077083333
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.052097902
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.028645833
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.120025768
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.022497398
Positive,NA,Positive,Neutral,Polarity:  Biden Inflation,0.168333333
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.066666667
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.155322129
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.234090909
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.090262887
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.091681929
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.016118326
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.036082251
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.064356984
Negative,NA,Positive,Neutral,Polarity:  Biden Inflation,-0.085356566
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.117996306
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.18
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.083076923
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.104166667
Positive,NA,Positive,Neutral,Polarity:  Biden Inflation,0.094627824
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-2.52e-18
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-3.58225e-4
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.161383567
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.102872732
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.007692308
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.007098765
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.06
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.093073593
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.019440976
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.04047619
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.045650624
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.039393939
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.173852067
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.067937606
Negative,NA,Positive,Negative,Polarity:  Biden Inflation,-0.02047619
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.031315193
Negative,NA,Negative,Positive,Polarity:  Biden Inflation,-0.082285714
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.006703297
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.158978175
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.056967677
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.021557914
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.038513709
Positive,NA,Negative,Neutral,Polarity:  Biden Inflation,0.0775
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.0344
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.106666667
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.121851852
Negative,NA,Positive,Positive,Polarity:  Biden Inflation,-0.020428571
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.088035528
Positive,NA,Negative,Negative,Polarity:  Biden Inflation,0.027494934
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.210227273
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.339502165
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.245578231
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.035071301
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.106666667
Positive,NA,Negative,Positive,Polarity:  Biden Inflation,0.240740741
Positive,NA,Positive,Positive,Polarity:  Biden Inflation,0.112121212
Positive,NA,Positive,Negative,Polarity:  Biden Inflation,0.119230769
